date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:02	5358/5358	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Oct%202014%2008:19:12%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/blue.css	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/blue.css	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:02	5668/5668	---M-Z	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202014%2017:12:30%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/brown.css	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/brown.css	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:03	5680/5680	---M-Z	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202014%2017:12:48%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/lightgrey.css	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/css/color_scheme/lightgrey.css	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:03	2643/2643	---M-Z	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202014%2001:39:52%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/plugins/styleswitcher/styleswitcher.css	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/plugins/styleswitcher/styleswitcher.css	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:03	10231/10231	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Jan%202014%2015:32:26%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/plugins/modernizr.min.js	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/plugins/modernizr.min.js	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:04	609/609	---M--	200	added ('OK')	image/png	etag:%229201c1e-261-3ff804f367e00%22	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/us.png	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/us.png	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:04	545/545	---M--	200	added ('OK')	image/png	etag:%229201b6f-221-3ff80565d8c00%22	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/de.png	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/de.png	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:04	545/545	---M--	200	added ('OK')	image/png	etag:%229201b84-221-3ff80565d8c00%22	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/fr.png	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/fr.png	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:05	420/420	---M--	200	added ('OK')	image/png	etag:%229201bf5-1a4-3ff804f367e00%22	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/ru.png	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/flags/ru.png	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:05	37077/37077	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-signin.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-signin.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:06	36788/36788	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-signup.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-signup.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:07	43533/43533	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/shop-cart.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/shop-cart.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:08	45551/45551	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-about-us.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-about-us.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:09	38855/38855	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/contact-us.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/contact-us.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:10	52049/52049	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/index.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/index-2.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:11	4386/4386	---M--	200	added ('OK')	image/png	etag:%2291c24bc-1122-4f0dbf92fb500%22	http://theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/logo.png	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/assets/images/logo.png	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:13	67501/67501	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/revolution-half-slider.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/revolution-half-slider.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:14	59576/59576	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/revolution-full-slider.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/revolution-full-slider.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:15	40566/40566	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/revolution-video.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/revolution-video.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:17	44485/44485	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/revolution-official-1.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/revolution-official-1.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:19	46894/46894	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/revolution-ken-burns.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/revolution-ken-burns.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:19	37723/37723	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/superslides-slider-half.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/superslides-slider-half.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:21	37721/37721	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/superslides-slider-full.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/superslides-slider-full.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:23	36593/36593	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/superslides-video-full.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/superslides-video-full.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:24	36594/36594	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/superslides-video.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/superslides-video.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:24	66653/66653	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/index-extended.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/index-extended.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:26	55037/55037	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/portfolio-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/portfolio-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:27	53251/53251	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/shop-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/shop-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:29	50367/50367	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/realestate-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/realestate-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:32	39158/39158	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/church-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/church-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:33	35891/35891	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/medical-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/medical-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:34	40362/40362	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/college-home.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/college-home.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:36	64854/64854	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/onepage-revolution.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/onepage-revolution.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:38	45185/45185	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/onepage-superslides.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/onepage-superslides.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:38	35105/35105	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/index-more.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/index-more.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:40	35849/35849	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:40%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/shortcodes-rows.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/shortcodes-rows.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:42	43977/43977	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-about-me.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-about-me.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:42	41243/41243	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-team.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-team.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:43	46410/46410	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-services.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-services.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:44	46111/46111	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-faq.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-faq.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:46	38635/38635	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-support.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-support.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:47	37819/37819	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-privacy-policy.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-privacy-policy.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:49	48436/48436	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-terms-and-conditions.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-terms-and-conditions.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:49	38963/38963	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-invoice.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-invoice.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:51	38749/38749	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202015%2018:59:06%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-2.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-2.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:51	38310/38310	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202015%2018:59:58%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-3.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-3.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:53	37776/37776	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202015%2019:00:18%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-4.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/contact-us-4.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:53	41151/41151	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-sitemap.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-sitemap.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:55	40298/40298	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-testimonials.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-testimonials.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:56	39683/39683	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-pricing.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-pricing.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:56	31627/31627	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-404.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-404.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:58	6019/6019	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-maintenance.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-maintenance.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:58	7193/7193	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-coming-soon-image.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-coming-soon-image.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:54:58	7451/7451	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-coming-soon-video.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-coming-soon-video.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:55:00	37824/37824	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-header-basic.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-header-basic.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
21:55:00	37955/37955	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2020:59:38%20GMT	http://theme.stepofweb.com/Atropos/v1.6/HTML/page-header-image.html	F:/My%20Web%20Sites/12/theme.stepofweb.com/Atropos/v1.6/HTML/page-header-image.html	(from http://theme.stepofweb.com/Atropos/v1.6/HTML/)
